,#gens,#Terms,min_deg,max_deg,av_deg,min_deg_of_X1,min_deg_of_X2,min_deg_of_X3,min_deg_of_X4,max_deg_of_X1,max_deg_of_X2,max_deg_of_X3,max_deg_of_X4,av_deg_of_X1,av_deg_of_X2,av_deg_of_X3,av_deg_of_X4,min_lt_deg_of_X1,min_lt_deg_of_X2,min_lt_deg_of_X3,min_lt_deg_of_X4,max_lt_deg_of_X1,max_lt_deg_of_X2,max_lt_deg_of_X3,max_lt_deg_of_X4,av_lt_deg_of_X1,av_lt_deg_of_X2,av_lt_deg_of_X3,av_lt_deg_of_X4,min_terms,max_terms,av_terms,generators_with_X1,generators_with_X2,generators_with_X3,generators_with_X4,generators_with_X1_X2,generators_with_X1_X3,generators_with_X1_X4,generators_with_X1_X3,generators_with_X2_X4,generators_with_X3_X4,generators_with_X1_X2_X3,generators_with_X1_X2_X4,generators_with_X1_X3_X4,generators_with_X2_X3_X4,generators_with_X1_X2_X3_X4,lt_with_X1,lt_with_X2,lt_with_X3,lt_with_X4,lt_with_X1_X2,lt_with_X1_X3,lt_with_X1_X4,lt_with_X1_X3,lt_with_X2_X4,lt_with_X3_X4,lt_with_X1_X2_X3,lt_with_X1_X2_X4,lt_with_X1_X3_X4,lt_with_X2_X3_X4,lt_with_X1_X2_X3_X4,terms_with_X1,terms_with_X2,terms_with_X3,terms_with_X4,terms_with_X1_X2,terms_with_X1_X3,terms_with_X1_X4,terms_with_X1_X3,terms_with_X2_X4,terms_with_X3_X4,terms_with_X1_X2_X3,terms_with_X1_X2_X4,terms_with_X1_X3_X4,terms_with_X2_X3_X4,terms_with_X1_X2_X3_X4,deg_sum(F),cls_1,cls_2,cls_3,cls_4,cls_of_lt_1,cls_of_lt_2,cls_of_lt_3,cls_of_lt_4,#pure_var_power,#pure_var_power_lt,QS
389,3,14,3,6,4.7,2,1,1,1,5,4,5,3,3.3,2.3,2.7,2.0,0,1,0,0,3,4,2,0,1.7,2.0,1.0,0.0,3,6,4.7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,0,2,1,0,2,0,0,1,0,0,0,0,8,7,12,6,3,6,3,6,2,5,2,0,2,2,0,14,0,2,1,0,6,7,1,0,1,0,1
390,4,16,3,6,3.8,1,2,0,1,4,3,2,3,2.5,2.5,1.0,2.0,0,0,0,0,4,3,1,0,2.0,1.5,0.2,0.0,3,5,4.0,4,4,3,4,4,3,4,3,4,3,3,4,3,3,3,3,3,1,0,2,1,0,1,0,0,1,0,0,0,0,10,12,6,9,6,5,5,5,7,3,4,3,2,3,2,15,0,1,2,1,9,3,3,1,3,2,1
391,5,18,3,6,3.8,1,1,1,1,4,3,2,2,2.6,1.8,1.6,1.4,0,0,0,0,4,3,1,1,2.2,1.0,0.2,0.4,2,6,3.6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,1,2,1,0,1,1,2,1,0,1,0,1,0,11,9,10,9,5,4,5,5,4,5,2,3,1,2,1,19,2,0,1,2,9,5,2,2,3,3,1
392,5,20,4,5,4.2,0,1,0,1,4,4,3,4,2.2,2.4,1.6,2.8,0,0,0,0,4,4,3,2,1.2,1.8,0.8,0.4,3,5,4.0,4,5,3,5,4,3,4,3,5,3,3,4,3,3,3,2,4,2,1,1,1,0,2,1,0,1,0,0,0,0,9,15,8,15,6,4,6,6,11,5,3,4,2,3,1,21,1,2,1,1,15,3,1,1,3,2,1
393,3,14,4,6,5.0,1,3,1,2,3,6,4,3,2.0,4.3,2.7,2.7,0,1,0,0,1,6,3,0,0.3,3.0,1.7,0.0,4,6,4.7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,0,1,1,0,2,0,0,1,0,0,0,0,5,12,9,7,4,4,2,8,5,3,4,1,1,2,1,15,0,2,1,0,7,6,1,0,1,1,1
394,2,10,4,6,5.0,2,1,2,4,3,3,4,4,2.5,2.0,3.0,4.0,0,0,0,0,3,3,3,1,1.5,1.5,1.5,0.5,4,6,5.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,3,5,8,9,1,2,3,5,4,7,1,1,2,4,1,10,1,1,0,0,9,1,0,0,1,0,1
395,4,16,3,6,4.2,1,1,2,1,4,3,4,4,3.0,2.0,3.0,2.0,1,0,0,0,4,3,1,1,2.2,1.2,0.5,0.2,3,6,4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,2,2,1,1,0,1,1,0,1,0,0,10,7,11,9,3,6,5,4,4,6,1,1,3,2,0,17,1,1,1,1,9,5,1,1,2,1,1
396,5,19,4,6,5.2,1,2,0,0,4,5,3,3,2.6,3.6,1.6,2.2,0,0,0,0,3,5,3,0,2.0,2.4,0.8,0.0,2,5,3.8,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,2,0,3,2,0,1,0,0,1,0,0,0,0,13,16,9,10,10,6,7,7,8,4,4,5,3,3,2,26,0,2,3,0,10,5,4,0,1,1,1
397,4,18,3,6,4.5,1,1,1,2,5,3,4,4,2.0,2.2,2.2,2.5,0,1,0,0,4,3,3,1,1.5,1.8,1.0,0.2,2,8,4.5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,1,3,1,0,2,1,1,1,0,0,1,0,14,12,10,11,9,7,7,6,6,5,4,3,2,2,0,18,1,1,2,0,11,5,2,0,0,0,1
398,4,18,3,5,3.8,1,1,1,2,3,3,3,3,2.0,1.5,2.0,2.5,0,0,0,0,3,1,3,0,1.5,0.5,1.8,0.0,2,8,4.5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,3,0,1,1,0,2,0,0,1,0,0,0,0,11,11,9,11,8,4,6,6,6,4,4,4,1,2,1,15,0,3,0,1,11,5,1,1,3,2,1
399,5,20,4,6,4.8,2,1,1,1,5,3,3,3,3.4,1.8,1.8,2.2,2,0,0,0,5,1,1,2,3.4,0.6,0.4,0.4,2,7,4.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,1,3,2,1,2,1,0,2,1,0,0,0,16,13,11,10,9,9,7,9,7,3,7,4,2,3,2,24,1,2,0,2,10,8,0,2,2,2,1
400,2,11,3,4,3.5,0,2,2,1,1,4,3,3,0.5,3.0,2.5,2.0,0,2,0,0,1,4,0,0,0.5,3.0,0.0,0.0,5,6,5.5,1,2,2,2,1,1,1,2,2,2,1,1,1,2,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,9,7,6,3,1,1,5,4,4,1,1,0,2,0,7,0,0,2,0,6,3,2,0,1,1,1
401,2,5,3,4,3.5,1,1,2,1,1,3,3,1,1.0,2.0,2.5,1.0,1,1,0,0,1,3,1,0,1.0,2.0,0.5,0.0,2,3,2.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,2,1,0,1,0,0,1,0,0,0,0,3,3,3,2,2,2,0,1,1,1,1,0,0,0,0,7,0,1,1,0,2,2,1,0,0,0,1
402,5,21,3,7,4.6,0,0,3,0,5,3,4,3,3.2,1.8,3.4,1.6,0,0,0,0,4,2,4,0,2.4,0.6,1.6,0.0,1,7,4.2,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,0,2,2,0,1,0,0,1,0,0,0,0,15,11,10,9,7,6,5,3,4,4,1,1,2,1,0,23,0,3,1,1,9,6,5,1,2,2,1
403,3,11,5,8,6.3,2,3,1,2,3,5,4,7,2.7,3.7,2.3,4.3,0,3,0,0,3,5,2,1,1.3,3.7,0.7,0.7,3,5,3.7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,1,2,2,0,1,1,2,1,0,1,0,1,0,7,8,6,10,4,2,6,5,7,6,1,3,2,5,1,19,2,0,1,0,10,0,1,0,0,0,1
404,2,10,4,8,6.0,2,2,2,1,4,4,3,4,3.0,3.0,2.5,2.5,2,0,2,0,3,3,2,0,2.5,1.5,2.0,0.0,4,6,5.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,1,2,0,1,0,0,1,0,0,0,0,7,7,7,6,4,5,4,4,4,3,2,2,2,1,0,12,0,2,0,0,6,4,0,0,0,0,1
405,5,22,4,6,5.2,1,1,1,2,4,5,5,4,3.0,2.8,3.0,2.6,0,1,0,0,4,5,3,0,1.8,2.8,0.6,0.0,3,5,4.4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,0,4,0,0,1,0,0,0,0,0,0,0,16,14,13,13,9,8,9,7,7,8,3,3,5,4,1,26,0,1,4,0,13,5,4,0,1,0,1
406,2,11,3,4,3.5,1,1,3,2,2,2,3,2,1.5,1.5,3.0,2.0,0,1,1,0,2,1,2,0,1.0,1.0,1.5,0.0,4,7,5.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,1,1,0,2,0,0,1,0,0,0,0,4,4,9,8,1,3,3,3,2,6,1,0,2,1,0,7,0,2,0,0,8,3,0,0,1,0,1
407,5,23,3,6,3.6,1,1,1,1,2,3,2,2,1.8,2.0,1.8,1.4,0,0,0,0,2,3,2,0,1.0,1.6,1.0,0.0,3,6,4.6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,3,0,2,2,0,2,0,0,1,0,0,0,0,14,15,15,14,8,9,8,8,9,8,4,5,4,4,2,18,0,3,2,0,14,7,2,0,1,1,1
408,5,23,3,4,3.6,1,1,2,1,3,3,3,4,2.0,1.8,2.2,2.2,1,0,0,0,3,2,2,0,2.0,0.8,0.8,0.0,3,6,4.6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,0,2,3,0,1,0,0,1,0,0,0,0,12,12,13,14,5,7,4,6,8,6,3,2,1,3,1,18,0,3,1,1,14,7,1,1,2,1,1
409,2,6,4,4,4.0,1,2,2,1,1,3,4,3,1.0,2.5,3.0,2.0,1,0,1,0,1,2,3,0,1.0,1.0,2.0,0.0,3,3,3.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,1,2,0,1,0,0,1,0,0,0,0,3,3,5,2,2,3,0,2,1,1,2,0,0,0,0,8,0,2,0,0,2,4,0,0,1,0,1
410,4,16,3,6,4.2,1,1,1,1,4,3,2,4,2.0,2.0,1.8,2.2,0,1,1,0,4,2,1,0,1.8,1.5,1.0,0.0,3,5,4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,0,3,3,0,4,0,0,3,0,0,0,0,9,11,12,9,4,7,4,8,6,5,3,1,2,3,0,17,0,4,0,0,9,7,0,0,0,0,1
411,3,12,3,5,3.7,1,2,0,1,3,3,2,3,2.3,2.3,1.3,2.0,0,0,0,0,3,3,2,1,1.0,1.7,0.7,0.3,3,5,4.0,3,3,2,3,3,2,3,2,3,2,2,3,2,2,2,1,2,1,1,0,0,0,1,1,1,0,0,0,1,0,7,6,5,8,1,3,5,2,4,3,0,1,2,1,0,11,1,0,1,1,8,2,1,1,2,2,1
412,3,16,4,6,5.0,2,2,3,1,4,4,4,2,3.0,3.3,3.3,1.7,1,1,0,0,4,4,1,0,2.7,2.0,0.3,0.0,4,7,5.3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,3,1,0,1,0,0,1,0,0,0,0,10,14,12,6,8,6,3,10,5,4,4,2,1,3,0,15,0,1,2,0,6,8,2,0,0,0,1
413,2,10,4,5,4.5,1,2,2,2,1,3,4,4,1.0,2.5,3.0,3.0,0,2,0,0,1,3,2,1,0.5,2.5,1.0,0.5,4,6,5.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,0,1,1,1,0,0,1,0,0,0,5,7,8,7,4,3,3,5,5,5,2,3,1,3,1,9,1,1,0,0,7,3,0,0,0,0,1
414,5,21,3,6,4.2,1,1,1,1,6,4,2,3,3.0,2.6,1.6,2.0,0,0,0,0,6,4,0,1,2.6,1.4,0.0,0.2,3,5,4.2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,0,1,2,0,0,0,1,0,0,0,0,0,0,13,12,8,14,7,5,7,4,7,7,3,3,4,3,2,21,1,0,2,2,14,1,4,2,4,2,1
415,3,9,5,7,5.7,3,1,0,2,4,3,3,3,3.3,1.7,1.7,2.3,3,1,0,0,4,3,1,1,3.3,1.7,0.3,0.3,2,4,3.0,3,3,2,3,3,2,3,2,3,2,2,3,2,2,2,3,3,1,1,3,1,1,1,1,0,1,1,0,0,0,9,7,5,6,7,5,6,4,4,3,4,4,3,2,2,17,1,1,1,0,6,2,1,0,0,0,1
416,6,28,3,5,4.3,0,1,2,2,3,5,4,4,1.7,3.2,3.2,3.2,0,0,0,0,3,5,3,0,0.8,2.8,0.7,0.0,3,6,4.7,5,6,6,6,5,5,5,6,6,6,5,5,5,6,5,3,5,2,0,2,1,0,2,0,0,1,0,0,0,0,12,17,13,18,5,4,7,7,10,8,2,2,2,4,1,26,0,2,3,1,18,5,4,1,4,3,0
417,6,21,3,5,4.2,2,0,1,0,4,3,4,3,2.3,2.0,2.3,1.7,1,0,0,0,4,3,1,0,2.2,1.8,0.2,0.0,2,5,3.5,6,5,6,4,5,6,4,5,3,4,5,3,4,3,3,6,5,1,0,5,1,0,1,0,0,1,0,0,0,0,12,13,12,8,8,4,4,6,3,4,2,2,1,0,0,25,0,1,4,1,8,8,4,1,2,1,1
418,3,22,3,5,4.0,3,2,1,2,4,2,2,5,3.3,2.0,1.7,3.3,3,0,0,0,4,1,1,0,3.3,0.3,0.3,0.0,6,8,7.3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,12,13,16,13,6,9,4,9,8,10,4,2,4,6,2,12,0,1,1,1,13,6,2,1,2,1,1
419,4,20,4,7,5.2,2,0,2,3,4,3,4,4,2.8,2.0,3.0,3.2,0,0,0,0,4,2,3,2,2.2,0.8,1.8,0.5,3,7,5.0,4,3,4,4,3,4,4,3,3,4,3,3,4,3,3,3,2,3,1,1,2,1,2,0,1,1,0,1,0,0,12,12,13,12,6,6,7,7,5,8,2,2,4,2,0,21,1,2,0,1,12,5,2,1,1,1,1
420,3,13,3,6,5.0,1,1,2,1,3,4,5,4,2.0,3.0,3.3,3.0,0,0,2,0,1,4,3,0,0.7,2.0,2.3,0.0,2,7,4.3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,0,1,2,0,2,0,0,1,0,0,0,0,7,10,10,8,4,7,3,7,8,5,4,3,3,5,3,15,0,3,0,0,8,5,0,0,0,0,1
421,4,18,5,6,5.2,3,1,2,2,4,3,6,5,3.2,2.2,3.5,3.2,0,0,0,0,4,2,4,0,2.2,1.2,1.8,0.0,4,6,4.5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,0,2,1,0,1,0,0,0,0,0,0,0,12,10,8,11,6,4,7,4,6,3,1,3,1,2,0,21,0,2,2,0,11,5,2,0,2,0,1
422,4,16,3,6,4.5,1,0,1,1,5,3,5,5,2.2,1.8,3.0,2.2,0,0,0,0,5,3,4,1,2.0,1.0,1.2,0.2,3,7,4.0,4,3,4,4,3,4,4,3,3,4,3,3,4,3,3,3,2,2,1,1,1,1,1,0,1,0,0,1,0,0,9,9,7,8,3,4,5,2,5,2,0,2,2,0,0,18,1,1,1,1,8,5,2,1,3,1,0
423,3,9,3,5,4.0,1,2,0,0,4,4,3,2,2.3,3.0,1.3,1.0,0,1,0,0,4,4,0,0,1.7,2.3,0.0,0.0,2,4,3.0,3,3,2,2,3,2,2,2,2,1,2,2,1,1,1,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,5,8,4,3,5,3,1,3,2,2,3,1,1,1,1,12,0,0,3,0,3,2,4,0,2,1,1
424,7,35,3,6,4.3,0,1,2,1,4,3,5,3,2.1,2.3,3.3,2.3,0,0,0,0,3,3,5,0,1.7,0.9,1.7,0.0,3,7,5.0,6,7,7,7,6,6,6,7,7,7,6,6,6,7,6,6,3,6,0,2,5,0,2,0,0,1,0,0,0,0,20,18,26,21,8,13,11,11,13,13,3,6,5,7,2,30,0,6,1,0,21,13,1,0,2,0,1
425,4,19,3,6,5.0,2,1,2,1,4,3,5,4,2.8,2.0,3.2,2.2,2,0,0,0,4,3,2,1,2.8,1.0,1.0,0.2,3,6,4.8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,1,2,3,1,2,1,1,2,1,1,1,1,15,10,11,11,8,9,8,4,6,5,4,4,4,1,1,20,1,2,0,1,11,6,1,1,2,1,1
426,3,14,4,4,4.0,0,1,4,1,3,4,4,4,2.0,2.3,4.0,2.0,0,0,0,0,1,4,4,0,0.3,2.0,1.7,0.0,4,5,4.7,2,3,3,3,2,2,2,3,3,3,2,2,2,3,2,1,2,2,0,1,1,0,1,0,0,1,0,0,0,0,6,5,9,8,2,3,5,3,2,4,1,1,2,1,0,12,0,2,1,0,8,5,1,0,5,2,1
427,2,8,3,5,4.0,3,2,0,2,3,2,3,3,3.0,2.0,1.5,2.5,3,0,0,0,3,0,0,2,3.0,0.0,0.0,1.0,3,5,4.0,2,2,1,2,2,1,2,1,2,1,1,2,1,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6,3,2,5,2,1,4,0,2,1,0,1,1,0,0,8,1,0,0,1,5,1,1,1,2,1,1
428,4,19,4,5,4.5,2,1,1,1,4,3,3,4,3.2,2.5,2.2,2.8,2,0,0,0,4,3,0,0,2.8,1.8,0.0,0.0,4,5,4.8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,10,11,11,11,5,3,3,7,5,7,2,0,0,4,0,18,0,0,3,1,11,4,3,1,1,1,1
429,4,22,3,6,4.2,2,2,1,1,5,4,3,5,3.5,2.8,2.0,2.8,1,0,0,0,5,3,2,0,2.8,1.0,0.5,0.0,3,11,5.5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,0,2,1,0,1,0,0,1,0,0,0,0,15,16,8,10,9,5,6,6,7,2,3,3,1,1,0,17,0,1,1,2,10,6,4,2,3,2,1
430,4,17,3,7,5.0,2,1,0,1,4,5,4,4,2.8,3.0,2.0,3.0,1,0,0,0,4,2,3,0,2.5,1.2,1.2,0.0,3,5,4.2,4,4,3,4,4,3,4,3,4,3,3,4,3,3,3,4,3,3,0,3,3,0,2,0,0,2,0,0,0,0,13,12,8,11,9,6,7,5,8,3,4,5,1,2,1,20,0,3,1,0,11,5,1,0,0,0,1
431,3,10,3,6,4.3,1,1,1,1,2,3,3,2,1.7,2.0,2.0,1.7,1,1,0,0,2,3,1,1,1.7,2.0,0.3,0.3,3,4,3.3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,1,1,1,1,1,1,1,1,1,1,6,7,6,8,5,2,4,3,5,6,1,3,2,3,1,13,1,0,2,0,8,0,2,0,0,0,1
432,4,17,4,7,5.0,2,0,1,2,4,5,3,3,3.2,2.2,2.0,2.8,2,0,0,0,4,4,1,2,3.0,1.2,0.2,0.5,2,7,4.2,4,3,4,4,3,4,4,3,3,4,3,3,4,3,3,4,2,1,1,2,1,1,1,0,0,1,0,0,0,0,16,11,6,12,10,5,12,4,7,3,3,7,3,1,1,20,1,1,1,1,12,3,1,1,1,1,1
433,3,12,4,6,4.7,1,3,1,1,2,4,5,4,1.7,3.7,2.7,2.3,0,3,0,0,0,4,3,0,0.0,3.7,1.0,0.0,3,5,4.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,4,9,8,8,3,4,3,5,5,6,3,2,3,3,2,14,0,1,2,0,8,2,2,0,2,2,1
434,6,25,3,7,4.3,0,1,1,1,3,5,5,4,2.0,2.8,2.7,2.8,0,0,1,0,3,3,2,1,1.3,1.5,1.2,0.3,2,5,4.2,5,6,6,6,5,5,5,6,6,6,5,5,5,6,5,4,4,6,2,2,4,1,4,2,2,2,1,1,2,1,13,13,18,15,4,10,8,10,6,8,3,2,5,3,1,26,2,4,0,0,15,10,0,0,2,0,1
435,4,16,3,5,4.2,3,0,0,0,4,3,3,5,3.5,1.2,1.2,3.2,3,0,0,0,4,0,2,0,3.5,0.0,0.8,0.0,2,8,4.0,4,2,3,3,2,3,3,1,1,3,1,1,3,1,1,4,0,2,0,0,2,0,0,0,0,0,0,0,0,0,8,7,8,9,4,4,2,3,4,5,2,2,1,2,1,17,0,2,0,2,9,3,2,2,5,2,1
436,3,9,3,5,4.0,1,2,1,0,3,2,3,3,1.7,2.0,2.3,1.3,1,0,0,0,3,2,2,1,1.7,1.0,1.0,0.3,2,4,3.0,3,3,3,2,3,3,2,3,2,2,3,2,2,2,2,3,2,2,1,2,2,1,2,1,1,2,1,1,1,1,6,6,6,3,4,3,2,4,2,3,2,1,2,2,1,12,1,1,0,1,3,3,2,1,2,1,1
437,4,15,3,6,4.2,2,0,1,1,6,5,3,3,3.8,2.2,1.5,2.0,1,0,0,0,6,2,0,1,3.5,0.5,0.0,0.2,3,5,3.8,4,3,4,4,3,4,4,3,3,4,3,3,4,3,3,4,1,0,1,1,0,1,0,0,0,0,0,0,0,0,11,5,6,11,3,5,8,2,3,6,2,2,5,2,2,17,1,0,1,2,11,0,2,2,4,2,1
438,4,14,4,6,5.0,2,1,0,1,5,3,3,2,3.8,2.2,1.5,1.5,2,0,0,0,5,3,0,1,3.2,1.2,0.0,0.5,3,4,3.5,4,4,3,4,4,3,4,3,4,3,3,4,3,3,3,4,3,0,2,3,0,2,0,1,0,0,1,0,0,0,11,10,5,9,7,4,7,3,6,2,2,4,2,1,1,20,2,0,2,0,9,3,2,0,0,0,1
439,5,18,3,6,4.2,1,1,1,0,3,5,4,3,2.0,2.6,2.2,2.2,0,0,0,0,3,5,3,0,1.4,1.8,1.0,0.0,2,5,3.6,5,5,5,4,5,5,4,5,4,4,5,4,4,4,4,4,2,2,0,1,2,0,0,0,0,0,0,0,0,0,10,12,10,10,7,6,3,6,7,6,4,3,2,4,2,21,0,2,2,1,10,4,3,1,3,2,1
440,4,19,4,7,5.5,3,1,3,2,7,5,6,4,4.2,2.8,4.2,3.0,0,0,0,0,7,4,4,0,3.2,1.2,1.0,0.0,3,6,4.8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,1,0,2,0,0,0,0,0,0,0,0,0,0,12,11,10,11,6,5,7,5,7,5,2,4,3,3,2,22,0,1,2,1,11,5,2,1,2,2,1
441,3,9,3,5,4.0,1,2,0,1,2,3,3,3,1.3,2.7,1.3,2.0,1,2,0,0,2,2,1,0,1.3,2.0,0.7,0.0,2,5,3.0,3,3,2,3,3,2,3,2,3,2,2,3,2,2,2,3,3,2,0,3,2,0,2,0,0,2,0,0,0,0,6,6,5,5,4,5,2,3,3,2,3,1,2,1,1,12,0,2,1,0,5,3,1,0,1,0,1
442,4,16,4,6,4.8,1,2,2,0,2,5,4,5,1.5,3.2,2.5,2.8,0,2,1,0,1,5,2,0,0.2,3.2,1.2,0.0,2,7,4.0,4,4,4,3,4,4,3,4,3,3,4,3,3,3,3,1,4,4,0,1,1,0,4,0,0,1,0,0,0,0,7,10,10,9,5,4,4,7,4,3,3,3,1,1,1,19,0,4,0,0,9,7,0,0,2,0,1
443,4,20,3,9,4.5,1,1,0,1,6,8,5,3,3.0,3.5,2.2,2.2,1,0,0,0,6,2,2,0,3.0,0.8,0.8,0.0,4,7,5.0,4,4,3,4,4,3,4,3,4,3,3,4,3,3,3,4,2,2,0,2,2,0,1,0,0,1,0,0,0,0,12,11,8,10,7,4,5,3,4,3,2,2,1,0,0,18,0,2,1,1,10,5,4,1,4,1,0
444,3,12,3,6,4.7,2,2,1,1,3,2,5,4,2.7,2.0,3.3,2.0,1,0,0,0,3,2,4,0,1.7,1.0,2.0,0.0,3,6,4.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,0,2,2,0,1,0,0,1,0,0,0,0,7,6,8,8,3,4,4,3,4,5,1,1,2,2,0,14,0,2,1,0,8,3,1,0,1,0,1
445,4,12,4,5,4.5,0,0,1,2,2,4,4,5,1.5,1.5,2.5,3.5,0,0,0,0,2,4,3,2,0.8,1.5,1.5,0.8,2,4,3.0,3,2,4,4,2,3,3,2,2,4,2,2,3,2,2,2,2,3,2,1,2,1,1,1,2,1,1,1,1,1,7,4,7,7,3,5,4,2,2,3,2,2,2,1,1,18,2,1,1,0,7,4,1,0,4,1,1
446,6,30,3,10,5.8,2,2,2,2,8,4,7,5,4.0,2.7,4.2,3.3,0,0,0,0,8,2,5,1,3.3,0.7,1.5,0.3,3,7,5.0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,3,3,2,3,2,2,2,1,0,2,1,0,0,0,20,17,17,23,10,10,16,9,13,11,5,8,7,5,3,35,2,3,0,1,23,6,0,1,2,2,1
447,2,11,6,6,6.0,1,3,2,2,3,3,5,5,2.0,3.0,3.5,3.5,1,0,0,0,3,3,5,0,2.0,1.5,2.5,0.0,3,8,5.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,7,7,6,9,3,3,5,3,6,5,0,2,2,3,0,12,0,1,1,0,9,1,1,0,0,0,1
448,4,21,3,6,4.2,1,1,2,2,4,5,4,4,2.0,2.8,2.8,3.2,0,0,0,0,3,5,1,0,1.5,2.2,0.5,0.0,3,7,5.2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,0,2,2,0,1,0,0,1,0,0,0,0,8,13,13,10,4,4,4,8,4,4,2,1,1,1,0,17,0,2,2,0,10,9,2,0,3,1,1
449,3,14,4,4,4.0,1,2,2,1,3,3,4,3,2.0,2.7,3.0,1.7,0,0,1,0,3,3,1,0,1.3,1.7,1.0,0.0,4,5,4.7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,0,1,2,0,2,0,0,1,0,0,0,0,8,6,13,5,4,7,2,5,2,4,3,2,1,1,1,12,0,3,0,0,5,9,0,0,1,0,1
450,6,31,3,5,4.3,1,2,1,1,5,5,5,5,2.8,3.0,2.7,2.8,0,0,0,0,5,5,2,1,1.7,1.8,0.7,0.2,4,7,5.2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,3,1,2,2,1,2,1,0,1,1,0,0,0,15,13,21,19,5,7,10,8,6,11,1,4,3,2,0,26,1,3,1,1,19,10,1,1,4,2,0
451,2,6,5,5,5.0,3,2,1,2,3,2,3,5,3.0,2.0,2.0,3.5,3,1,0,0,3,2,1,0,3.0,1.5,0.5,0.0,3,3,3.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,2,1,0,1,0,0,1,0,0,0,0,4,4,4,2,4,3,0,3,0,1,3,0,0,0,0,10,0,1,1,0,2,3,1,0,1,0,1
452,4,16,4,5,4.8,1,0,2,1,4,4,4,3,2.2,2.8,2.8,2.0,1,0,0,0,3,4,2,0,2.0,2.2,0.5,0.0,3,5,4.0,4,3,4,4,3,4,4,3,3,4,3,3,4,3,3,4,3,1,0,3,1,0,0,0,0,0,0,0,0,0,13,9,10,7,6,7,6,5,2,5,2,1,4,2,1,19,0,1,3,0,7,5,4,0,0,0,1
453,4,21,4,6,4.5,2,1,2,1,4,4,3,5,3.2,2.8,2.5,2.5,0,0,0,0,4,4,2,0,2.8,1.0,0.8,0.0,3,8,5.2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,2,0,0,1,0,1,0,0,0,0,0,0,0,14,14,13,13,7,9,7,10,11,8,6,5,5,8,5,18,0,2,0,2,13,5,1,2,2,2,1
