,#gens,#Terms,min_deg,max_deg,av_deg,min_terms,max_terms,av_terms,deg_sum(F),#pure_var_power,#pure_var_power_lt,min_deg_of_X_1,min_deg_of_X_2,min_deg_of_X_3,min_deg_of_X_4,max_deg_of_X_1,max_deg_of_X_2,max_deg_of_X_3,max_deg_of_X_4,av_deg_of_X_1,av_deg_of_X_2,av_deg_of_X_3,av_deg_of_X_4,min_lt_deg_of_X_1,min_lt_deg_of_X_2,min_lt_deg_of_X_3,min_lt_deg_of_X_4,max_lt_deg_of_X_1,max_lt_deg_of_X_2,max_lt_deg_of_X_3,max_lt_deg_of_X_4,av_lt_deg_of_X_1,av_lt_deg_of_X_2,av_lt_deg_of_X_3,av_lt_deg_of_X_4,cls_1,cls_2,cls_3,cls_4,cls_of_lt_1,cls_of_lt_2,cls_of_lt_3,cls_of_lt_4,generators_with_X1,generators_with_X2,generators_with_X1_X2,generators_with_X3,generators_with_X1_X3,generators_with_X2_X3,generators_with_X1_X2_X3,generators_with_X4,generators_with_X1_X4,generators_with_X2_X4,generators_with_X1_X2_X4,generators_with_X3_X4,generators_with_X1_X3_X4,generators_with_X2_X3_X4,generators_with_X1_X2_X3_X4,lt_with_X1,lt_with_X2,lt_with_X1_X2,lt_with_X3,lt_with_X1_X3,lt_with_X2_X3,lt_with_X1_X2_X3,lt_with_X4,lt_with_X1_X4,lt_with_X2_X4,lt_with_X1_X2_X4,lt_with_X3_X4,lt_with_X1_X3_X4,lt_with_X2_X3_X4,lt_with_X1_X2_X3_X4,terms_with_X1,terms_with_X2,terms_with_X1_X2,terms_with_X3,terms_with_X1_X3,terms_with_X2_X3,terms_with_X1_X2_X3,terms_with_X4,terms_with_X1_X4,terms_with_X2_X4,terms_with_X1_X2_X4,terms_with_X3_X4,terms_with_X1_X3_X4,terms_with_X2_X3_X4,terms_with_X1_X2_X3_X4,QS
2121,5,18,3,5,4.2,3,4,3.6,21,3,2,1,1,1,1,5,4,3,3,2.6,2.6,1.8,2.0,0,0,0,0,5,4,1,1,2.2,1.4,0.4,0.2,11,3,3,1,1,1,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,2,2,2,2,1,1,1,1,1,1,1,1,12,12,7,10,7,6,4,11,8,6,4,7,5,3,2,1
2122,4,16,4,7,5.5,3,5,4.0,22,1,1,2,2,3,1,4,7,4,5,2.8,3.5,3.2,2.8,0,2,0,0,3,7,3,1,1.0,3.2,1.0,0.2,12,2,2,0,1,1,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,2,1,2,1,1,0,1,0,1,0,1,0,8,11,6,10,4,6,3,12,6,7,4,8,3,4,2,1
2123,2,10,3,4,3.5,4,6,5.0,7,2,1,3,0,1,2,3,3,2,3,3.0,1.5,1.5,2.5,3,0,0,0,3,0,0,1,3.0,0.0,0.0,0.5,7,1,1,1,1,0,0,1,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,4,1,5,1,2,0,7,4,2,1,4,1,1,0,1
2124,5,24,5,7,5.4,3,7,4.8,27,3,1,0,2,2,2,4,6,3,6,2.6,3.6,2.4,4.4,0,2,0,0,3,6,3,1,1.0,3.4,0.8,0.2,19,2,3,0,1,1,3,0,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,3,5,3,2,1,2,1,1,1,1,1,1,1,1,1,14,12,6,15,8,8,3,19,11,7,3,13,7,6,2,1
2125,2,9,3,3,3.0,4,5,4.5,6,4,2,1,3,1,2,2,3,3,3,1.5,3.0,2.0,2.5,0,3,0,0,0,3,0,0,0.0,3.0,0.0,0.0,5,2,2,0,0,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,2,0,0,5,2,1,0,2,1,0,0,1
2126,4,18,3,5,3.5,3,7,4.5,14,4,2,1,0,2,1,3,4,3,3,2.5,2.0,2.2,1.8,1,0,0,0,3,4,2,0,2.0,1.0,0.5,0.0,10,5,1,2,0,1,1,2,4,3,3,4,4,3,3,4,4,3,3,4,4,3,3,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,9,8,3,13,6,6,2,10,4,4,1,8,4,3,1,1
2127,6,24,3,6,4.8,2,6,4.0,29,2,0,1,2,1,0,3,3,4,6,2.0,2.5,3.2,2.8,0,0,0,0,3,3,4,1,1.7,1.5,1.5,0.2,15,7,2,0,1,3,2,0,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,4,3,4,3,2,1,1,1,0,0,1,1,0,0,13,12,5,15,8,7,3,15,7,6,1,8,4,3,1,1
2128,4,17,3,6,4.5,3,7,4.2,18,1,0,1,2,0,1,4,4,5,3,2.0,3.2,2.5,2.5,0,1,0,0,2,3,3,1,1.0,2.0,1.0,0.5,15,2,0,0,2,2,0,0,4,4,4,3,3,3,3,4,4,4,4,3,3,3,3,3,4,3,2,2,2,2,2,1,2,1,0,0,0,0,7,11,4,9,5,5,3,15,5,9,2,7,3,3,1,1
2129,2,14,5,6,5.5,4,10,7.0,11,0,0,3,3,3,2,5,5,4,5,4.0,4.0,3.5,3.5,3,1,0,0,3,3,1,0,3.0,2.0,0.5,0.0,10,3,1,0,0,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,9,9,5,10,6,7,4,10,6,5,2,7,4,4,2,1
2130,3,10,3,5,4.0,2,4,3.3,12,0,0,0,0,2,2,2,3,3,4,1.0,1.3,2.3,2.7,0,0,1,0,2,3,2,1,1.0,1.0,1.7,0.3,8,2,0,0,1,2,0,0,2,2,1,3,2,2,1,3,2,2,1,3,2,2,1,2,1,0,3,2,1,0,1,1,0,0,1,1,0,0,4,4,0,7,3,2,0,8,3,3,0,5,2,1,0,1
2131,4,19,4,6,4.5,3,7,4.8,18,1,1,1,2,2,2,2,4,4,4,1.8,2.8,2.8,2.8,0,1,0,0,2,4,2,0,0.8,2.2,1.5,0.0,12,6,1,0,0,3,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,3,2,3,2,0,0,0,0,0,0,0,0,9,10,3,15,6,8,2,12,6,4,1,9,3,3,0,1
2132,3,12,3,4,3.7,2,6,4.0,11,3,1,1,1,1,2,2,4,3,3,1.7,2.0,2.3,2.7,0,1,0,0,2,4,3,0,0.7,2.0,1.0,0.0,7,3,2,0,0,1,2,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,6,7,4,6,3,3,2,7,4,3,2,3,2,1,1,1
2133,4,18,3,6,4.5,3,7,4.5,18,3,1,1,0,2,3,6,3,4,4,3.5,1.5,3.0,3.5,1,0,0,0,6,2,1,0,3.5,0.5,0.5,0.0,9,6,2,1,0,2,1,1,4,3,3,4,4,3,3,4,4,3,3,4,4,3,3,4,1,1,2,2,0,0,0,0,0,0,0,0,0,0,10,8,3,10,5,4,1,9,3,4,1,4,0,2,0,1
2134,3,10,4,6,5.0,2,5,3.3,15,0,0,1,2,1,2,3,4,3,5,1.7,2.7,1.7,3.3,1,0,0,0,3,2,3,1,1.7,1.3,1.3,0.7,9,1,0,0,2,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,1,2,2,2,2,1,1,1,1,8,6,5,5,4,1,1,9,7,6,5,4,3,1,1,1
2135,3,14,3,7,4.7,3,6,4.7,14,1,0,1,2,1,1,5,3,4,5,2.7,2.7,2.3,3.3,0,0,0,0,5,3,2,1,2.0,1.7,0.7,0.3,11,2,1,0,1,1,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,0,0,1,0,1,0,0,0,0,0,6,9,3,7,2,4,0,11,4,7,2,5,1,3,0,1
2136,3,11,3,7,5.3,3,4,3.7,16,2,0,2,1,0,1,5,3,3,6,3.3,2.3,1.3,3.3,2,1,0,0,5,3,0,1,3.3,1.7,0.0,0.3,8,0,3,0,1,0,2,0,3,3,3,2,2,2,2,3,3,3,3,2,2,2,2,3,3,3,0,0,0,0,1,1,1,1,0,0,0,0,8,9,8,3,2,2,2,8,6,6,6,3,2,2,2,1
2137,7,32,3,6,5.0,3,7,4.6,35,3,1,1,2,2,0,5,5,5,5,2.9,3.1,3.1,2.0,0,0,0,0,4,5,5,1,2.0,1.4,1.4,0.1,18,11,2,1,1,4,1,1,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,6,4,3,4,3,2,1,1,1,1,1,0,0,0,0,18,21,9,22,11,14,4,18,8,13,4,11,4,8,1,1
2138,5,22,4,6,4.6,3,5,4.4,23,5,1,1,3,0,2,4,4,5,4,2.8,3.2,2.0,3.2,0,0,0,0,4,3,2,1,1.6,2.0,0.8,0.2,14,6,1,1,1,3,0,1,5,5,5,4,4,4,4,5,5,5,5,4,4,4,4,3,4,2,3,1,3,1,1,1,1,1,0,0,0,0,12,15,8,11,6,8,4,14,9,9,6,5,4,3,2,1
2139,7,34,3,7,4.9,3,9,4.9,34,1,0,1,1,1,1,3,6,5,4,1.9,3.3,2.7,2.4,0,0,0,0,2,6,5,0,1.0,2.6,1.3,0.0,23,8,3,0,0,5,2,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,6,3,5,2,4,1,0,0,0,0,0,0,0,0,20,24,12,22,12,12,4,23,13,17,9,14,7,8,3,1
2140,5,21,3,5,4.0,2,5,4.2,20,3,1,2,1,1,1,4,2,5,3,2.6,1.8,2.8,2.2,0,0,0,0,4,2,3,0,2.2,1.0,0.8,0.0,11,6,3,1,0,2,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,2,2,1,1,0,0,0,0,0,0,0,0,0,8,14,5,11,3,6,1,11,1,8,1,5,0,3,0,1
2141,4,19,4,6,4.8,4,7,4.8,19,2,2,1,1,1,1,5,4,5,3,3.0,2.5,2.5,2.0,0,0,0,0,5,4,2,0,2.8,1.2,0.8,0.0,14,3,1,1,0,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,1,2,2,1,1,0,0,0,0,0,0,0,0,10,15,7,12,5,9,3,14,7,12,6,9,3,7,2,1
2142,3,11,3,5,4.3,2,6,3.7,13,2,1,3,0,0,1,4,4,3,5,3.3,1.7,1.3,2.7,0,0,0,0,3,4,3,0,1.3,1.7,1.3,0.0,8,2,0,1,0,2,0,1,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,1,2,1,2,1,0,0,0,0,0,0,0,0,8,3,2,6,4,3,2,8,6,1,1,4,3,1,1,1
2143,2,7,6,7,6.5,3,4,3.5,13,0,0,1,1,2,2,3,4,4,3,2.0,2.5,3.0,2.5,1,0,0,1,3,3,4,1,2.0,1.5,2.0,1.0,7,0,0,0,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,2,2,1,1,1,1,0,0,4,5,3,6,3,4,2,7,4,5,3,6,3,4,2,1
2144,3,13,3,4,3.7,1,7,4.3,11,0,0,1,1,0,1,3,3,3,3,2.0,1.7,1.7,1.7,1,1,0,0,3,1,1,1,2.0,1.0,0.3,0.3,6,6,1,0,1,1,1,0,3,3,3,2,2,2,2,3,3,3,3,2,2,2,2,3,3,3,1,1,1,1,1,1,1,1,0,0,0,0,10,8,5,10,7,6,3,6,4,3,1,4,2,2,0,1
2145,5,22,3,5,4.2,3,7,4.4,21,1,0,2,0,2,0,4,4,4,3,2.8,2.0,3.0,2.0,1,0,0,0,4,3,2,0,2.4,1.0,0.8,0.0,10,10,2,0,0,3,2,0,5,4,4,5,5,4,4,4,4,4,4,4,4,4,4,5,3,3,3,3,1,1,0,0,0,0,0,0,0,0,16,11,8,14,10,5,4,10,6,5,3,4,2,1,1,1
2146,4,14,4,7,5.0,3,4,3.5,20,1,0,1,2,0,3,3,4,4,6,2.0,2.8,1.8,4.2,0,1,0,0,2,4,4,1,1.0,2.2,1.2,0.5,12,1,1,0,2,1,1,0,4,4,4,3,3,3,3,4,4,4,4,3,3,3,3,3,4,3,2,1,2,1,2,1,2,1,1,0,1,0,8,8,5,6,3,3,2,12,6,6,3,5,2,2,1,1
2147,3,12,5,7,5.7,4,4,4.0,17,0,0,2,1,3,1,4,4,5,3,2.7,3.0,4.0,1.7,0,0,1,0,3,4,2,1,1.7,2.0,1.7,0.3,7,5,0,0,1,2,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,3,2,2,1,1,1,0,0,1,1,0,0,7,8,3,11,6,8,3,7,5,3,1,6,4,3,1,1
2148,2,11,3,5,4.0,5,6,5.5,8,1,0,2,1,2,2,4,2,3,3,3.0,1.5,2.5,2.5,2,1,0,0,4,1,0,0,3.0,1.0,0.0,0.0,8,1,2,0,0,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,6,4,1,0,8,4,3,1,5,3,1,0,1
2149,4,14,4,8,5.0,2,5,3.5,20,2,2,2,1,1,1,4,2,6,2,2.8,1.5,3.2,1.5,0,0,0,0,4,0,6,0,2.0,0.0,3.0,0.0,9,3,1,1,0,3,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,10,8,6,8,5,3,2,9,6,7,5,5,3,3,2,1
2150,5,21,3,5,4.0,3,6,4.2,20,3,1,1,0,2,2,4,3,5,4,2.2,1.8,2.6,2.6,0,0,0,0,4,2,4,0,1.6,0.8,1.6,0.0,12,6,2,1,0,3,1,1,5,4,4,5,5,4,4,5,5,4,4,5,5,4,4,4,3,2,3,2,2,1,0,0,0,0,0,0,0,0,9,13,4,12,4,7,2,12,4,8,2,6,1,4,1,0
2151,8,34,3,5,4.2,3,6,4.2,34,4,3,2,0,1,1,5,4,3,4,3.2,1.9,2.4,2.8,1,0,0,0,5,1,3,1,3.1,0.4,0.5,0.2,22,6,3,3,2,2,1,3,8,7,7,8,8,7,7,8,8,7,7,8,8,7,7,8,3,3,2,2,1,1,2,2,1,1,0,0,0,0,19,20,10,16,5,9,3,22,11,13,7,10,2,5,2,1
2152,3,11,4,4,4.0,3,4,3.7,12,1,1,2,1,1,1,4,2,2,2,2.7,1.7,1.3,1.7,0,0,0,0,4,2,2,1,2.0,1.0,0.7,0.3,8,1,1,1,1,0,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,0,1,0,1,0,1,0,1,0,1,0,8,8,6,5,2,4,2,8,5,6,4,4,1,3,1,1
2153,2,10,3,5,4.0,5,5,5.0,8,2,1,3,1,2,2,3,4,3,2,3.0,2.5,2.5,2.0,0,0,0,0,3,4,1,0,1.5,2.0,0.5,0.0,7,2,0,1,0,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,6,4,2,7,4,3,2,7,5,3,2,5,4,2,2,1
2154,5,25,4,5,4.4,3,7,5.0,22,2,0,1,1,1,2,4,4,4,4,2.2,2.8,2.4,2.6,1,0,0,0,4,3,4,0,2.0,1.4,1.0,0.0,13,7,5,0,0,2,3,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,2,0,0,0,0,0,0,0,0,0,0,14,16,8,14,6,7,2,13,7,8,5,7,2,4,2,1
2155,4,11,3,7,4.8,2,4,2.8,19,0,0,0,1,2,0,3,4,3,3,1.5,2.2,2.2,2.0,0,1,1,0,3,3,3,0,1.5,1.5,1.8,0.0,6,5,0,0,0,4,0,0,3,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,3,0,0,0,0,0,0,0,0,5,9,5,10,4,8,4,6,2,4,2,5,1,3,1,1
2156,2,7,4,6,5.0,3,4,3.5,10,1,1,2,4,1,2,2,4,3,3,2.0,4.0,2.0,2.5,0,2,0,0,1,4,3,0,0.5,3.0,1.5,0.0,5,1,1,0,0,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,4,5,2,5,4,3,2,5,3,3,1,4,3,2,1,1
2157,7,31,3,7,5.1,3,5,4.4,36,2,0,1,1,2,1,5,7,6,3,3.3,3.0,3.3,2.6,1,0,0,0,5,3,2,1,3.1,1.4,0.4,0.1,18,7,6,0,1,2,4,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,2,2,1,1,1,1,0,0,0,0,0,0,19,18,11,19,11,8,4,18,9,7,3,12,6,3,1,1
2158,2,10,4,4,4.0,2,8,5.0,8,3,1,3,1,2,0,4,4,3,4,3.5,2.5,2.5,2.0,3,0,0,0,4,1,0,0,3.5,0.5,0.0,0.0,4,2,3,1,0,0,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,5,2,5,3,2,0,4,2,1,0,3,2,1,0,0
2159,3,13,4,5,4.3,2,6,4.3,13,1,0,1,1,2,2,3,5,4,3,2.3,2.7,2.7,2.3,1,1,0,0,3,3,1,1,2.0,1.7,0.3,0.3,9,1,3,0,1,0,2,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,8,8,5,5,3,1,1,9,5,5,3,4,2,1,1,1
2160,2,9,3,4,3.5,4,5,4.5,7,1,0,1,2,2,2,2,3,3,4,1.5,2.5,2.5,3.0,1,2,0,0,1,3,0,0,1.0,2.5,0.0,0.0,4,3,2,0,0,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,3,1,2,0,4,2,1,0,0,0,0,0,1
2161,5,23,4,7,5.4,2,9,4.6,27,0,0,2,1,2,0,3,4,5,3,2.4,2.6,4.0,2.2,1,0,0,0,2,4,5,0,1.4,2.2,1.8,0.0,12,10,1,0,0,4,1,0,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,4,4,4,4,3,3,0,0,0,0,0,0,0,0,17,12,9,20,14,10,7,12,8,5,4,10,6,4,3,1
2162,3,9,3,6,4.3,2,5,3.0,13,0,0,0,2,0,1,5,4,1,2,2.7,3.0,0.3,1.7,0,1,0,0,5,2,0,1,2.7,1.3,0.0,0.3,5,0,4,0,1,0,2,0,2,3,2,1,1,1,1,3,2,3,2,1,1,1,1,2,3,2,0,0,0,0,1,0,1,0,0,0,0,0,7,7,5,1,1,0,0,5,3,3,1,1,1,0,0,1
2163,4,15,3,7,4.8,3,5,3.8,19,1,1,0,1,1,1,4,2,4,4,2.0,1.2,3.0,2.2,0,0,0,0,4,1,4,0,2.0,0.8,2.0,0.0,9,5,1,0,0,3,1,0,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,3,3,3,3,2,2,2,0,0,0,0,0,0,0,0,11,12,10,10,7,7,6,9,6,7,5,5,3,3,2,1
2164,3,11,4,6,5.3,3,4,3.7,16,2,2,1,4,1,0,3,6,3,5,2.0,5.0,2.3,2.3,0,4,0,0,1,6,0,0,0.3,5.0,0.0,0.0,6,2,3,0,0,0,3,0,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,6,9,4,6,4,5,3,6,4,4,2,4,3,3,2,1
2165,4,25,3,7,4.8,3,10,6.2,19,4,1,1,2,2,2,3,5,4,4,2.0,3.0,3.5,3.0,0,0,0,0,2,3,4,0,1.0,1.8,2.0,0.0,18,5,2,0,0,2,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,2,1,1,0,0,0,0,0,0,0,0,16,11,7,15,9,6,3,18,11,8,5,10,5,5,2,1
2166,4,19,4,5,4.5,4,6,4.8,18,3,1,2,2,3,2,3,4,5,3,2.2,3.0,3.8,2.5,0,1,0,0,3,4,2,0,1.2,2.5,0.8,0.0,12,5,2,0,0,2,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,2,1,2,1,0,0,0,0,0,0,0,0,9,13,5,11,5,7,3,12,7,8,3,6,4,4,2,1
2167,2,7,4,4,4.0,3,4,3.5,8,1,1,3,0,1,2,4,3,3,3,3.5,1.5,2.0,2.5,3,0,0,0,4,1,0,0,3.5,0.5,0.0,0.0,4,1,1,1,0,0,1,1,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,3,1,0,0,4,0,2,0,2,0,0,0,1
2168,6,28,3,6,4.7,3,7,4.7,28,3,1,1,2,1,2,5,6,5,5,2.5,3.5,2.8,3.0,0,0,0,0,5,4,3,0,1.8,1.7,1.2,0.0,15,9,3,1,0,3,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,4,3,2,3,2,0,0,0,0,0,0,0,0,17,22,12,16,9,14,8,15,10,12,7,7,5,7,5,0
2169,3,11,4,7,5.3,3,4,3.7,16,0,0,1,1,2,1,5,4,4,5,2.7,2.3,2.7,3.0,0,1,0,0,5,2,2,0,2.3,1.7,1.3,0.0,7,3,1,0,0,2,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,1,2,1,0,0,0,0,0,0,0,0,7,9,5,7,3,5,1,7,5,5,3,4,2,2,0,1
2170,5,22,4,6,4.6,4,5,4.4,23,2,0,1,1,2,1,4,2,4,4,2.4,1.6,2.8,3.2,0,0,0,0,3,2,3,1,1.6,1.4,1.4,0.2,16,5,1,0,1,3,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,2,2,1,1,1,1,1,0,0,0,0,14,9,6,12,7,5,3,16,10,4,3,7,4,1,1,1
2171,2,10,3,7,5.0,4,6,5.0,10,0,0,2,1,2,2,4,2,2,4,3.0,1.5,2.0,3.0,2,0,0,0,4,1,1,2,3.0,0.5,0.5,1.0,8,2,0,0,1,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,1,1,1,1,0,0,0,0,7,5,4,6,4,2,2,8,5,4,3,4,2,1,1,1
2172,4,19,3,7,4.2,4,5,4.8,17,4,1,1,1,1,1,4,3,4,6,2.5,2.5,2.5,3.0,1,0,0,0,3,3,3,0,2.2,1.2,0.8,0.0,10,3,5,1,0,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,1,1,1,0,0,0,0,0,0,0,0,10,10,5,11,5,4,2,10,5,3,1,8,4,2,1,0
2173,4,20,3,7,4.8,3,7,5.0,19,3,1,2,2,1,2,3,4,7,4,2.5,3.0,3.0,3.0,2,0,0,0,3,2,5,0,2.5,0.8,1.5,0.0,9,9,1,1,0,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,1,1,0,0,0,0,0,0,0,0,11,14,8,13,8,9,6,9,4,7,4,4,3,3,3,1
2174,5,25,3,7,4.4,4,7,5.0,22,3,1,1,1,1,1,5,4,5,4,2.4,2.6,2.4,2.4,0,0,0,0,5,3,1,1,2.0,1.8,0.4,0.2,14,7,4,0,1,1,3,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,2,2,1,1,1,1,1,1,1,1,1,1,16,16,9,15,10,7,4,14,10,9,6,8,6,4,3,1
2175,3,11,3,7,4.3,3,4,3.7,13,0,0,1,2,1,1,3,3,2,4,2.0,2.3,1.3,2.3,1,1,0,0,3,2,2,1,2.0,1.3,0.7,0.3,8,0,3,0,1,0,2,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,8,9,7,5,2,4,2,8,5,6,4,5,2,4,2,1
2176,5,24,3,6,4.6,4,6,4.8,23,4,2,1,2,1,2,4,4,4,4,3.0,2.6,2.4,2.8,1,0,0,0,4,2,2,1,3.0,1.0,0.4,0.2,13,7,2,2,1,1,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,1,1,1,1,1,1,1,1,0,0,0,0,16,15,10,14,9,10,6,13,9,6,5,7,6,3,3,1
2177,4,18,3,8,5.0,2,6,4.5,20,3,2,1,1,2,0,5,6,5,3,3.2,3.0,3.5,1.8,1,0,0,0,4,6,3,0,2.2,1.8,1.0,0.0,6,7,3,2,0,2,0,2,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,2,2,2,2,2,2,0,0,0,0,0,0,0,0,11,14,8,9,5,7,4,6,2,5,1,2,1,1,0,1
2178,4,17,4,6,4.8,2,7,4.2,19,3,1,1,2,2,0,3,4,5,4,1.8,3.0,3.5,2.2,0,0,0,0,3,4,2,1,1.2,2.2,1.0,0.2,9,6,2,0,1,1,2,0,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,1,1,1,1,0,0,1,1,0,0,10,10,6,9,6,2,2,9,5,6,3,3,2,0,0,1
2179,4,16,3,5,3.8,2,6,4.0,15,5,3,0,1,0,1,4,4,3,4,2.8,3.0,1.0,2.5,0,0,0,0,4,3,0,0,2.8,1.0,0.0,0.0,7,1,6,2,0,0,2,2,3,4,3,2,2,2,2,4,3,4,3,2,2,2,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,9,11,5,3,2,1,1,7,3,5,1,2,2,1,1,0
2180,4,19,3,6,4.5,4,6,4.8,18,4,1,2,1,1,1,3,6,5,4,2.5,2.8,3.5,2.2,0,1,0,0,3,6,0,1,1.5,2.8,0.0,0.2,11,5,3,0,1,0,3,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,0,0,0,0,1,1,1,1,0,0,0,0,12,8,6,12,7,3,2,11,7,5,4,7,4,3,2,1
2181,6,22,4,6,5.2,3,5,3.7,31,2,1,2,1,1,1,5,5,5,5,2.8,3.2,3.5,2.7,0,1,0,0,3,4,3,0,1.7,2.2,1.3,0.0,13,7,2,0,0,4,2,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,5,4,4,4,4,0,0,0,0,0,0,0,0,15,13,9,11,7,5,4,13,8,7,4,4,1,1,0,1
2182,4,15,3,5,4.2,2,5,3.8,17,2,1,0,0,1,1,2,4,4,4,1.0,2.2,2.5,2.0,0,0,0,0,2,4,4,1,0.8,1.5,1.8,0.2,9,5,1,0,1,2,1,0,3,3,2,4,3,3,2,4,3,3,2,4,3,3,2,2,2,0,2,2,0,0,1,0,1,0,0,0,0,0,6,9,2,9,4,5,1,9,3,6,2,4,1,3,1,1
2183,6,23,3,5,3.8,3,5,3.8,23,1,0,1,1,2,1,2,4,3,4,1.3,2.2,2.5,2.5,0,0,0,0,2,4,3,1,0.8,2.0,0.8,0.2,16,4,3,0,1,2,3,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,3,3,1,2,0,1,0,1,0,1,0,1,0,12,10,5,15,5,6,1,16,7,4,1,11,3,3,0,1
2184,5,18,3,7,4.8,2,5,3.6,24,1,0,1,1,1,1,3,5,6,4,2.0,2.4,3.0,2.4,0,0,0,0,3,2,6,1,1.2,1.2,2.2,0.2,12,5,1,0,1,3,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,3,3,2,1,1,0,0,1,1,0,0,11,11,6,11,7,5,3,12,7,7,3,6,4,2,1,1
