,#gens,#Terms,min_deg,max_deg,av_deg,min_terms,max_terms,av_terms,deg_sum(F),#pure_var_power,#pure_var_power_lt,min_deg_of_X_1,min_deg_of_X_2,min_deg_of_X_3,min_deg_of_X_4,max_deg_of_X_1,max_deg_of_X_2,max_deg_of_X_3,max_deg_of_X_4,av_deg_of_X_1,av_deg_of_X_2,av_deg_of_X_3,av_deg_of_X_4,min_lt_deg_of_X_1,min_lt_deg_of_X_2,min_lt_deg_of_X_3,min_lt_deg_of_X_4,max_lt_deg_of_X_1,max_lt_deg_of_X_2,max_lt_deg_of_X_3,max_lt_deg_of_X_4,av_lt_deg_of_X_1,av_lt_deg_of_X_2,av_lt_deg_of_X_3,av_lt_deg_of_X_4,cls_1,cls_2,cls_3,cls_4,cls_of_lt_1,cls_of_lt_2,cls_of_lt_3,cls_of_lt_4,generators_with_X1,generators_with_X2,generators_with_X1_X2,generators_with_X3,generators_with_X1_X3,generators_with_X2_X3,generators_with_X1_X2_X3,generators_with_X4,generators_with_X1_X4,generators_with_X2_X4,generators_with_X1_X2_X4,generators_with_X3_X4,generators_with_X1_X3_X4,generators_with_X2_X3_X4,generators_with_X1_X2_X3_X4,lt_with_X1,lt_with_X2,lt_with_X1_X2,lt_with_X3,lt_with_X1_X3,lt_with_X2_X3,lt_with_X1_X2_X3,lt_with_X4,lt_with_X1_X4,lt_with_X2_X4,lt_with_X1_X2_X4,lt_with_X3_X4,lt_with_X1_X3_X4,lt_with_X2_X3_X4,lt_with_X1_X2_X3_X4,terms_with_X1,terms_with_X2,terms_with_X1_X2,terms_with_X3,terms_with_X1_X3,terms_with_X2_X3,terms_with_X1_X2_X3,terms_with_X4,terms_with_X1_X4,terms_with_X2_X4,terms_with_X1_X2_X4,terms_with_X3_X4,terms_with_X1_X3_X4,terms_with_X2_X3_X4,terms_with_X1_X2_X3_X4,0,1,2,3,4,5
3967,4,15,3,6,4.2,2,6,3.8,17,4,2,0,2,0,0,5,6,6,3,2.2,3.8,2.8,1.8,0,1,0,0,5,4,3,0,1.2,2.2,0.8,0.0,7,4,4,0,0,1,3,0,3,4,3,3,3,3,3,3,2,3,2,2,2,2,2,1,4,1,1,0,1,0,0,0,0,0,0,0,0,0,4,12,2,6,2,4,1,7,1,6,0,2,0,2,0,2,1,0,4,0,7
6080,4,19,3,7,5.5,3,7,4.8,22,3,1,1,2,2,2,5,6,4,4,3.0,3.8,3.0,2.8,0,0,0,0,3,5,4,0,1.8,2.2,1.5,0.0,11,4,3,1,0,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,1,2,1,0,0,0,0,0,0,0,0,12,11,5,10,6,5,2,11,7,6,3,6,3,3,1,0,0,0,0,0,14
6965,3,11,4,4,4.0,3,4,3.7,12,2,2,1,0,1,1,4,4,3,3,2.0,2.3,2.0,1.7,0,0,0,0,4,4,1,0,1.3,2.3,0.3,0.0,7,2,1,1,0,1,1,1,3,2,2,3,3,2,2,3,3,2,2,3,3,2,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,5,7,2,7,3,4,1,7,3,4,1,5,2,2,0,0,0,0,0,0,6
1228,5,19,3,6,3.6,2,5,3.8,18,2,0,1,2,1,1,3,3,4,2,1.8,2.4,2.4,1.6,0,1,0,0,3,2,1,1,1.4,1.4,0.6,0.2,12,5,2,0,1,3,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,3,2,3,2,1,1,1,1,0,0,0,0,10,10,4,10,4,5,2,12,7,4,1,5,2,1,0,1,1,3,8,5,0
2209,4,14,3,5,3.5,3,4,3.5,14,1,0,1,1,2,1,3,3,3,3,1.8,1.5,2.5,1.8,0,0,0,0,2,3,2,0,1.0,1.2,1.2,0.0,5,8,1,0,0,3,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,2,2,1,0,0,0,0,0,0,0,0,7,7,3,11,5,5,2,5,1,2,0,3,0,1,0,1,2,5,3,8,0
6366,4,20,3,7,4.5,3,7,5.0,18,2,1,1,1,1,0,3,3,5,4,2.5,2.0,3.0,2.2,0,0,0,0,3,2,4,0,1.8,1.2,1.5,0.0,11,6,2,1,0,2,1,1,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,1,2,1,0,0,0,0,0,0,0,0,14,12,8,15,9,9,5,11,8,7,5,9,6,6,4,0,0,3,0,8,0
9399,5,20,3,8,5.4,2,6,4.0,27,0,0,1,0,1,2,6,3,5,6,3.2,1.6,2.8,2.8,0,0,0,0,6,1,3,1,2.6,0.8,1.4,0.6,17,3,0,0,3,2,0,0,5,4,4,5,5,4,4,5,5,4,4,5,5,4,4,4,4,3,4,3,3,2,3,3,2,2,2,2,1,1,16,10,7,13,11,4,3,17,14,7,5,10,9,1,1,0,2,2,23,23,16
1197,2,9,3,4,3.5,3,6,4.5,7,0,0,2,1,2,2,2,2,2,2,2.0,1.5,2.0,2.0,1,1,0,0,2,2,0,1,1.5,1.5,0.0,0.5,7,1,1,0,1,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,1,1,1,1,0,0,0,0,5,4,3,5,2,0,0,7,3,3,2,4,1,0,0,1,0,0,3,1,4
7316,2,7,3,4,3.5,3,4,3.5,7,3,1,0,2,3,2,4,2,3,3,2.0,2.0,3.0,2.5,0,0,0,0,4,2,1,0,2.0,1.0,0.5,0.0,3,3,0,1,0,1,0,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,4,1,1,0,3,0,1,0,1,0,0,0,0,0,1,0,0,0
4878,5,20,3,7,5.2,3,6,4.0,26,3,2,3,0,2,1,5,5,3,3,3.4,3.2,2.8,2.0,0,0,0,0,3,5,3,1,2.0,2.0,0.8,0.4,12,5,2,1,2,1,1,1,5,4,4,5,5,4,4,5,5,4,4,5,5,4,4,4,2,1,2,2,1,1,2,2,0,0,1,1,0,0,14,10,5,13,8,7,3,12,9,4,1,8,5,3,0,0,0,0,0,0,11
8610,4,12,3,7,4.8,2,4,3.0,19,2,1,0,0,3,2,2,5,5,4,0.8,1.8,3.5,2.8,0,0,1,0,2,2,5,1,0.5,0.8,3.0,0.5,9,3,0,0,2,2,0,0,2,2,1,4,2,2,1,4,2,2,1,4,2,2,1,1,2,1,4,1,2,1,2,0,1,0,2,0,1,0,3,6,2,10,3,5,2,9,1,4,0,7,1,3,0,0,2,2,10,12,0
4337,2,4,3,4,3.5,2,2,2.0,7,1,0,0,1,0,1,2,2,3,3,1.0,1.5,1.5,2.0,0,1,0,0,2,2,2,0,1.0,1.5,1.0,0.0,2,1,1,0,0,1,1,0,1,2,1,1,0,1,0,2,1,2,1,1,0,1,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,2,0,1,0,2,0,0,0,1,0,0,0,1,0,1,1,0,1
3275,5,16,4,7,5.2,3,4,3.2,26,3,3,1,0,1,1,7,5,5,4,3.4,2.6,2.6,2.8,0,0,0,0,7,5,4,1,2.4,1.6,1.0,0.2,12,1,1,2,1,1,1,2,5,4,4,5,5,4,4,5,5,4,4,5,5,4,4,3,2,0,2,1,1,0,1,1,0,0,1,1,0,0,8,7,0,9,3,5,0,12,6,5,0,8,3,4,0,0,0,0,0,0,38
2612,2,10,5,5,5.0,3,7,5.0,10,0,0,2,3,2,1,4,4,4,3,3.0,3.5,3.0,2.0,2,0,0,0,4,2,1,1,3.0,1.0,0.5,0.5,7,3,0,0,1,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,1,1,1,1,0,0,0,0,8,5,4,5,4,1,1,7,5,4,3,2,1,0,0,0,1,1,1,3,3
195,2,6,3,4,3.5,2,4,3.0,7,0,0,0,2,1,2,1,2,2,3,0.5,2.0,1.5,2.5,0,1,0,0,1,2,2,1,0.5,1.5,1.0,0.5,5,1,0,0,1,1,0,0,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,1,1,0,1,0,1,1,1,1,0,0,0,0,1,6,1,2,0,2,0,5,1,5,1,1,0,1,0,0,1,1,1,1,1
8797,4,17,3,6,4.0,3,6,4.2,16,2,1,1,0,2,2,2,3,4,3,1.5,1.5,2.8,2.2,0,0,0,0,2,3,2,1,1.2,1.5,0.8,0.5,12,4,1,0,2,1,1,0,4,3,3,4,4,3,3,4,4,3,3,4,4,3,3,3,3,2,2,2,1,1,2,2,2,2,1,1,1,1,9,10,4,11,6,5,2,12,7,7,3,7,4,3,1,1,1,0,15,0,12
793,4,21,3,6,4.8,3,7,5.2,19,3,0,1,1,1,1,4,6,3,4,2.5,3.0,2.0,3.2,1,1,0,0,3,5,1,1,1.8,2.5,0.2,0.2,14,3,4,0,1,1,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0,0,0,0,13,16,11,9,5,6,4,14,8,10,6,6,3,4,2,3,3,0,16,0,0
563,6,22,3,7,4.5,3,5,3.7,27,4,1,0,1,2,1,3,4,4,4,1.8,2.5,2.7,2.5,0,0,0,0,3,4,2,1,1.5,2.0,0.8,0.2,11,9,1,1,1,3,1,1,4,6,4,6,4,6,4,6,4,6,4,6,4,6,4,4,5,3,4,2,4,2,1,0,1,0,1,0,1,0,9,14,7,16,6,11,5,11,3,5,2,7,2,3,1,0,0,5,0,14,0
6435,2,8,3,5,4.0,4,4,4.0,8,1,0,2,1,2,3,3,3,2,3,2.5,2.0,2.0,3.0,2,0,0,0,3,1,2,0,2.5,0.5,1.0,0.0,5,2,1,0,0,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,5,5,3,4,2,2,0,5,3,3,2,2,1,1,0,1,1,2,0,0,0
4166,3,16,4,5,4.7,5,6,5.3,14,1,0,2,3,1,2,4,4,5,3,3.0,3.3,3.3,2.7,0,1,0,0,4,4,1,0,1.7,2.7,0.3,0.0,10,3,3,0,0,1,2,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,1,0,1,0,0,0,0,0,0,0,0,0,8,11,5,8,4,4,2,10,4,7,2,5,3,3,2,2,2,2,1,1,2
8631,2,8,5,5,5.0,4,4,4.0,10,1,1,3,1,1,3,5,1,4,4,4.0,1.0,2.5,3.5,2,0,0,0,5,0,3,0,3.5,0.0,1.5,0.0,5,2,0,1,0,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,3,2,5,4,1,1,5,3,3,2,3,2,1,1,0,0,1,0,4,3
3153,3,10,5,9,6.7,2,4,3.3,20,0,0,3,1,1,2,4,4,5,4,3.7,2.3,2.7,3.3,2,1,0,0,4,2,2,2,3.0,1.7,1.3,0.7,6,2,2,0,1,1,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,8,8,7,5,3,4,3,6,5,4,4,3,2,2,2,1,1,4,12,7,14
1045,2,7,4,6,5.0,2,5,3.5,10,0,0,2,2,1,1,3,2,4,1,2.5,2.0,2.5,1.0,1,2,1,0,1,2,3,0,1.0,2.0,2.0,0.0,4,3,0,0,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,5,5,3,6,4,5,3,4,2,3,1,3,1,3,1,0,2,2,3,3,2
2109,4,21,5,7,5.8,4,8,5.2,23,0,0,2,2,3,1,4,4,4,6,3.0,2.8,3.8,4.0,2,0,0,0,3,4,3,0,2.5,1.8,1.5,0.0,12,7,2,0,0,2,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,12,14,7,13,6,8,3,12,6,7,3,6,2,3,1,1,4,6,51,43,14
4082,6,27,3,9,5.5,3,7,4.5,33,1,0,1,2,0,2,6,6,4,7,3.0,4.2,2.0,3.7,0,1,0,0,3,6,1,1,1.2,3.7,0.3,0.3,18,7,2,0,2,2,2,0,6,6,6,5,5,5,5,6,6,6,6,5,5,5,5,3,6,3,2,1,2,1,2,0,2,0,0,0,0,0,18,16,10,16,12,9,7,18,11,9,5,9,7,4,4,2,1,2,14,3,32
4443,2,7,4,4,4.0,3,4,3.5,8,0,0,1,1,2,2,3,2,2,3,2.0,1.5,2.0,2.5,1,0,1,0,3,1,1,1,2.0,0.5,1.0,0.5,5,2,0,0,1,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,4,4,2,5,2,3,1,5,3,3,2,3,1,2,1,0,1,1,1,3,2
6848,2,8,4,7,5.5,4,4,4.0,11,1,0,2,1,3,4,5,1,3,6,3.5,1.0,3.0,5.0,0,0,2,0,5,1,3,0,2.5,0.5,2.5,0.0,6,2,0,0,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,4,3,2,6,3,2,1,6,3,2,2,4,2,1,1,0,2,2,1,1,0
4459,3,14,3,3,3.0,3,6,4.7,9,3,1,0,1,1,2,3,3,2,3,1.7,1.7,1.7,2.3,0,0,0,0,3,1,2,0,1.7,0.7,0.7,0.0,8,2,3,1,0,1,1,1,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,5,7,2,7,2,2,0,8,1,3,0,5,1,1,0,0,0,0,0,0,1
534,3,14,3,5,3.7,3,6,4.7,11,2,0,2,2,1,1,3,5,5,2,2.3,3.0,2.7,1.3,1,0,0,0,3,2,1,0,2.0,1.3,0.3,0.0,6,5,3,0,0,1,2,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,7,7,2,9,5,2,0,6,1,4,0,4,1,2,0,2,3,0,1,0,5
2573,2,8,3,4,3.5,3,5,4.0,7,1,1,2,2,0,1,4,3,2,2,3.0,2.5,1.0,1.5,1,0,0,0,4,2,0,0,2.5,1.0,0.0,0.0,4,2,1,1,0,0,1,1,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,3,1,3,1,4,3,2,1,1,0,1,0,0,0,1,0,0,0
279,3,13,3,7,4.7,4,5,4.3,14,3,3,0,1,1,2,4,7,4,5,2.0,3.7,2.7,3.3,0,0,0,0,0,7,4,0,0.0,3.3,1.3,0.0,7,4,2,0,0,1,2,0,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4,7,1,10,4,4,1,7,2,4,1,6,2,3,1,1,3,0,6,0,0
5359,5,21,4,7,4.8,2,6,4.2,24,2,1,1,1,1,1,4,4,5,4,2.8,2.4,2.8,2.0,0,0,0,0,4,2,5,0,2.6,1.0,1.2,0.0,11,7,2,1,0,2,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,2,1,2,1,0,0,0,0,0,0,0,0,14,12,8,14,8,9,5,11,8,3,3,7,5,2,2,0,0,5,0,13,19
1694,4,16,4,7,5.2,3,5,4.0,21,0,0,3,1,2,3,4,3,4,4,3.2,1.8,2.8,3.2,3,0,0,0,4,1,1,2,3.2,0.8,0.8,0.5,12,3,1,0,1,2,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,2,1,1,0,0,1,1,0,0,8,12,6,12,6,9,5,12,5,8,3,9,4,6,3,1,0,1,16,37,16
3247,2,8,3,3,3.0,3,5,4.0,6,0,0,2,1,1,2,2,1,2,2,2.0,1.0,1.5,2.0,0,1,0,0,2,1,2,0,1.0,1.0,1.0,0.0,6,1,1,0,0,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,5,2,1,5,2,1,0,6,4,0,0,4,2,0,0,1,0,1,1,0,1
6669,3,15,4,5,4.3,5,5,5.0,13,0,0,2,2,2,2,3,3,3,3,2.3,2.7,2.7,2.3,0,0,0,0,3,3,3,1,1.7,1.3,1.0,0.3,12,2,1,0,1,1,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,0,1,0,1,1,0,0,0,0,0,0,10,8,5,9,5,3,1,12,8,5,3,7,4,1,0,1,1,1,3,2,3
7929,2,10,4,8,6.0,4,6,5.0,12,0,0,3,1,2,3,3,6,2,4,3.0,3.5,2.0,3.5,1,0,0,0,3,6,1,1,2.0,3.0,0.5,0.5,9,1,0,0,1,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,1,1,1,1,0,0,0,0,8,5,4,7,5,3,2,9,7,5,4,6,4,3,2,0,1,1,1,2,2
1842,4,15,3,5,4.2,2,6,3.8,17,3,1,0,1,0,1,4,4,4,3,2.2,2.5,1.5,2.0,0,0,0,0,3,4,4,0,1.5,1.8,1.0,0.0,9,1,4,1,0,1,2,1,3,4,3,3,2,3,2,4,3,4,3,3,2,3,2,3,3,2,1,0,1,0,0,0,0,0,0,0,0,0,8,10,5,6,2,4,1,9,4,5,2,5,2,3,1,0,0,0,0,0,18
5161,6,32,3,5,3.8,4,7,5.3,23,5,2,2,1,1,2,4,3,3,5,2.8,2.2,2.3,3.0,1,0,0,0,4,1,3,0,2.7,0.3,0.8,0.0,20,9,1,2,0,3,1,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,3,3,1,1,0,0,0,0,0,0,0,0,16,12,4,20,9,8,2,20,7,6,1,11,3,3,0,0,0,5,0,8,5
9023,5,23,3,6,4.2,4,5,4.6,21,2,1,2,1,2,1,4,4,3,3,2.6,2.6,2.6,2.0,0,0,0,0,4,4,2,0,2.0,0.8,1.4,0.0,13,9,1,0,0,4,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,0,4,4,0,0,0,0,0,0,0,0,0,0,15,13,7,13,8,5,2,13,9,9,6,4,2,2,1,1,3,0,8,0,0
8438,3,8,3,5,4.0,2,3,2.7,12,0,0,1,0,1,2,1,3,4,3,1.0,1.7,2.3,2.3,1,0,0,0,1,2,4,1,1.0,0.7,2.0,0.3,6,2,0,0,1,2,0,0,3,2,2,3,3,2,2,3,3,2,2,3,3,2,2,3,1,1,2,2,0,0,1,1,1,1,0,0,0,0,4,3,1,4,2,0,0,6,2,3,1,2,0,0,0,0,1,1,3,5,3
2140,5,21,3,5,4.0,2,5,4.2,20,3,1,2,1,1,1,4,2,5,3,2.6,1.8,2.8,2.2,0,0,0,0,4,2,3,0,2.2,1.0,0.8,0.0,11,6,3,1,0,2,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,2,2,1,1,0,0,0,0,0,0,0,0,0,8,14,5,11,3,6,1,11,1,8,1,5,0,3,0,0,0,3,0,14,0
9643,3,9,3,6,4.7,3,3,3.0,14,1,1,1,1,1,1,5,3,2,3,2.7,2.0,1.3,2.0,1,0,0,0,5,3,1,0,2.7,1.7,0.3,0.0,5,2,1,1,0,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,1,0,0,0,0,0,0,0,0,6,7,4,4,2,3,1,5,3,4,2,2,1,1,0,0,0,2,0,4,3
1755,3,12,5,7,5.7,3,5,4.0,17,1,1,2,1,2,3,3,7,4,4,2.7,3.7,3.0,3.7,0,0,0,0,3,7,3,0,1.7,2.7,1.3,0.0,8,3,1,0,0,2,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,9,5,3,8,7,3,3,8,6,2,1,5,4,1,1,1,2,0,5,0,13
713,4,23,4,6,5.2,3,7,5.8,21,1,1,1,3,2,2,5,4,3,5,3.2,3.5,2.2,2.8,0,0,0,0,5,4,2,0,2.5,1.8,1.0,0.0,17,5,0,1,0,3,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,1,3,2,2,1,0,0,0,0,0,0,0,0,13,18,8,13,6,10,3,17,9,15,7,8,3,7,2,0,0,5,0,22,37
4196,3,16,3,6,4.7,3,8,5.3,14,1,1,2,2,1,1,3,5,2,4,2.7,3.0,1.7,2.3,2,0,0,0,3,2,1,1,2.7,1.0,0.3,0.7,12,2,1,1,2,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,1,2,2,2,2,1,1,1,1,9,10,5,10,5,6,3,12,6,8,4,8,4,5,3,0,0,0,0,24,24
7769,3,17,4,6,4.7,5,6,5.7,14,1,1,2,2,2,1,4,4,3,4,3.0,3.0,2.3,2.3,0,1,0,0,2,4,1,0,1.3,2.7,0.7,0.0,8,8,1,0,0,2,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,2,2,0,0,0,0,0,0,0,0,11,13,7,14,10,11,7,8,5,4,1,6,4,3,1,1,5,0,11,0,9
1508,4,16,3,5,4.5,3,5,4.0,18,2,0,0,1,2,1,2,4,4,5,1.2,2.2,3.0,3.2,0,1,0,0,1,4,4,0,0.5,2.0,2.0,0.0,8,7,1,0,0,3,1,0,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,2,4,2,3,1,3,1,0,0,0,0,0,0,0,0,7,8,2,12,5,6,1,8,4,2,0,5,3,1,0,1,4,3,25,5,6
936,3,12,3,5,4.3,2,5,4.0,13,2,1,0,2,3,1,3,4,4,4,1.7,2.7,3.3,2.3,0,0,0,0,3,2,4,0,1.0,1.0,2.3,0.0,6,4,1,1,0,2,0,1,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,1,2,0,2,0,2,0,0,0,0,0,0,0,0,0,5,7,1,6,1,4,0,6,3,3,0,2,1,1,0,0,0,2,0,2,3
7307,3,17,3,8,5.3,5,7,5.7,16,2,1,3,1,2,2,4,3,6,4,3.3,2.0,4.3,3.3,0,0,0,0,4,0,6,2,2.3,0.0,2.3,0.7,11,4,1,1,1,1,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,0,0,2,1,0,0,1,0,0,0,1,0,0,0,9,7,3,11,5,3,1,11,5,5,2,7,3,2,1,0,0,5,0,8,3
9697,7,33,3,6,4.4,3,8,4.7,31,3,1,2,2,1,1,6,5,4,3,3.0,3.3,2.4,2.0,1,0,0,0,6,3,1,1,2.7,1.4,0.1,0.1,18,8,6,1,1,1,4,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,1,1,0,0,1,1,1,1,0,0,0,0,18,20,9,19,8,10,3,18,7,10,3,11,2,6,1,0,0,0,0,0,9
424,3,13,3,7,4.7,4,5,4.3,14,1,0,1,2,2,1,3,3,3,4,1.7,2.7,2.7,2.3,0,1,0,0,1,3,3,1,0.7,2.3,1.3,0.3,8,4,1,0,1,1,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,1,2,1,1,0,1,0,1,0,1,0,6,9,5,10,4,6,3,8,2,6,2,6,1,4,1,1,2,1,2,5,5
4201,3,11,3,5,4.0,3,4,3.7,12,0,0,1,1,2,1,4,2,2,2,2.3,1.3,2.0,1.7,1,0,0,0,4,1,2,0,2.3,0.7,1.0,0.0,7,3,1,0,0,2,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,1,0,0,0,0,0,0,0,0,8,6,4,9,6,5,3,7,4,4,2,6,3,4,2,1,3,2,0,5,3
7484,3,12,4,5,4.7,4,4,4.0,14,0,0,2,3,3,2,3,3,4,3,2.7,3.0,3.7,2.3,0,1,0,0,3,2,3,0,2.0,1.3,1.3,0.0,9,2,1,0,0,2,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,1,2,1,0,0,0,0,0,0,0,0,5,7,3,8,2,4,1,9,3,4,1,6,1,2,0,1,2,1,6,5,5
2389,6,27,3,5,4.0,2,7,4.5,24,4,1,1,1,1,0,4,4,4,5,2.3,2.3,2.5,2.8,0,1,0,0,4,3,2,0,1.5,1.8,0.7,0.0,17,7,3,0,0,3,3,0,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,4,6,4,3,2,3,2,0,0,0,0,0,0,0,0,16,12,6,16,9,8,3,17,10,4,2,9,5,3,1,3,2,0,9,0,6
3410,6,24,3,7,4.7,3,5,4.0,28,0,0,1,2,1,2,4,4,4,4,2.3,3.0,2.3,3.2,0,0,0,0,4,4,1,1,1.8,1.8,0.8,0.2,16,6,2,0,1,4,1,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,4,3,5,4,3,2,1,1,1,1,1,1,1,1,13,13,6,18,8,10,4,16,7,7,2,12,4,6,2,1,1,3,4,7,18
7299,6,25,3,5,4.0,3,7,4.2,24,1,0,1,2,1,1,3,3,3,4,2.2,2.7,1.7,2.5,1,0,0,0,3,3,1,1,1.8,1.7,0.3,0.2,15,5,5,0,1,1,4,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,2,2,1,1,1,1,0,0,1,1,0,0,18,13,9,14,9,6,3,15,9,4,1,9,5,2,0,2,1,2,4,4,19
6904,2,12,3,7,5.0,6,6,6.0,10,1,1,3,2,2,1,6,3,5,5,4.5,2.5,3.5,3.0,3,0,0,0,4,0,3,0,3.5,0.0,1.5,0.0,7,3,1,1,0,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9,5,3,5,3,1,0,7,5,3,2,2,1,0,0,0,0,4,0,0,0
1104,2,7,3,4,3.5,3,4,3.5,7,2,1,1,0,2,1,4,1,2,4,2.5,0.5,2.0,2.5,1,0,0,0,4,0,1,1,2.5,0.0,0.5,0.5,6,0,0,1,1,0,0,1,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,0,0,1,1,0,0,1,1,0,0,1,1,0,0,3,1,0,4,1,1,0,6,2,1,0,4,1,1,0,0,0,0,0,2,2
554,3,12,4,6,5.0,2,6,4.0,15,1,1,2,2,2,0,4,6,4,2,3.0,3.3,3.0,1.0,0,2,0,0,3,6,0,0,1.7,3.3,0.0,0.0,6,3,3,0,0,0,3,0,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,8,12,8,8,5,8,5,6,4,6,4,5,3,5,3,2,4,0,0,0,0
5616,5,20,3,4,3.8,2,6,4.0,19,2,2,1,1,0,1,4,3,2,3,2.4,2.4,1.2,2.0,0,0,0,0,4,3,1,1,1.8,1.6,0.2,0.2,15,2,2,1,1,1,2,1,5,5,5,4,4,4,4,5,5,5,5,4,4,4,4,4,4,3,1,1,1,1,1,1,1,1,0,0,0,0,11,11,4,12,6,6,2,15,7,8,2,10,4,5,1,0,0,0,0,0,23
9438,2,12,3,5,4.0,6,6,6.0,8,0,0,2,2,2,2,2,4,2,2,2.0,3.0,2.0,2.0,1,0,0,0,2,3,2,0,1.5,1.5,1.0,0.0,6,4,2,0,0,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7,9,4,6,3,4,1,6,3,4,1,2,1,1,0,1,1,2,0,0,0
